Iteration,Combination,Current Script,Execution Time (seconds),RAM Memory Usage (MB),CPU Usage Per Core,GPU Usage (%),GPU Memory Usage (MB)
1,ppps,predict.py,20.76170015335083,1356.27734375,"[0.0, 60.0, 40.0, 0.0, 40.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 54.5, 50.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",75,15.6220703125
1,ppps,predict.py,20.803253412246704,1357.22265625,"[0.0, 60.0, 40.0, 0.0, 40.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 54.5, 50.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",75,15.6220703125
1,ppps,predict.py,20.853857278823853,1358.00390625,"[18.2, 11.1, 70.0, 11.1, 22.2, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 66.7, 22.2, 27.3, 0.0, 0.0, 0.0, 10.0, 12.5, 0.0, 9.1]",75,15.6220703125
1,pppd,detect.py,22.194435119628906,1365.421875,"[9.1, 100.0, 100.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.2, 9.1, 10.0, 0.0, 0.0, 0.0, 0.0, 9.1, 9.1, 0.0]",87,16.0673828125
1,pppd,predict.py,22.41051745414734,1371.6953125,"[0.0, 60.0, 100.0, 40.0, 10.0, 0.0, 40.0, 0.0, 30.0, 0.0, 9.1, 0.0, 10.0, 10.0, 9.1, 100.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 9.1, 9.1, 0.0, 18.2, 0.0]",92,16.0673828125
1,pppd,predict.py,22.634907722473145,1369.7890625,"[0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 10.0, 50.0, 10.0, 0.0, 9.1, 54.5, 0.0]",92,16.0673828125
1,pppd,predict.py,22.740176677703857,1362.390625,"[0.0, 0.0, 100.0, 18.2, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0]",92,16.0673828125
1,ppsp,speech.py,2.0544726848602295,353.0390625,"[40.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 10.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 100.0, 18.2, 0.0, 0.0, 0.0, 10.0, 30.0]",8,12.9130859375
1,ppsp,predict.py,20.695496320724487,1352.92578125,"[80.0, 0.0, 0.0, 9.1, 10.0, 0.0, 100.0, 0.0, 0.0, 100.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",81,15.6357421875
1,ppsp,predict.py,20.73061728477478,1387.55859375,"[80.0, 0.0, 0.0, 0.0, 0.0, 36.4, 18.2, 0.0, 0.0, 80.0, 0.0, 0.0, 20.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 12.5, 0.0, 0.0, 9.1, 66.7]",81,15.634765625
